time,기온,풍속,풍향,습도,전운량,계산
2018-09-27 6:00,12.9,1.2,20,82,0,0
2018-09-27 7:00,12.7,0.4,0,84,0,0
2018-09-27 8:00,14.9,2.4,20,72,0,0.1836
2018-09-27 9:00,17.1,3.1,20,63,0,0.8244
2018-09-27 10:00,19.4,2,20,56,0,1.5084
2018-09-27 11:00,20.6,3,50,50,0,2.0664
2018-09-27 12:00,21.1,2.5,50,49,0,2.43
2018-09-27 13:00,22.3,2.3,20,48,0,2.5524
2018-09-27 14:00,22.5,2,20,43,0,2.43
2018-09-27 15:00,23.1,2.3,20,41,0,2.0664
2018-09-27 16:00,22.5,2.2,20,45,0,1.5084
2018-09-27 17:00,22.6,1.7,20,42,0,0.8244
2018-09-27 18:00,20,2.4,360,61,0,0.1836
2018-09-27 19:00,18.3,1.6,360,69,0,0
2018-09-27 20:00,17.4,1.4,20,72,0,0
2018-09-28 5:00,14.4,1.1,20,75,8,0
2018-09-28 6:00,13,0.6,360,83,8,0
2018-09-28 7:00,14.4,0.9,360,75,9,0
2018-09-28 8:00,15.7,0.7,20,75,9,0.1764
2018-09-28 9:00,18.8,0.6,20,63,8,0.81
2018-09-28 10:00,19.2,0.7,50,60,10,1.4904
2018-09-28 11:00,19.1,1,20,61,10,2.0484
2018-09-28 12:00,19.5,0.8,50,60,10,2.412
2018-09-28 13:00,20.5,0.3,0,58,10,2.5344
2018-09-28 14:00,21.1,0.3,0,55,10,2.412
2018-09-28 15:00,21,1.4,20,60,10,2.0484
2018-09-28 16:00,20.9,1.5,20,57,10,1.4904
2018-09-28 17:00,20.4,1.8,20,63,8,0.81
2018-09-28 18:00,19.6,1.3,50,66,6,0.1764
2018-09-28 19:00,17.2,0.3,0,82,8,0
2018-09-28 20:00,17.5,1.1,20,80,8,0
2018-09-29 5:00,12.6,0,0,97,0,0
2018-09-29 6:00,13.9,0.9,20,94,1,0
2018-09-29 7:00,14,1.5,20,94,0,0
2018-09-29 8:00,16.3,1.8,20,81,0,0.1656
2018-09-29 9:00,19,0.9,20,70,2,0.792
2018-09-29 10:00,21.3,2,50,61,0,1.4724
2018-09-29 11:00,22.8,2.1,20,54,0,2.0304
2018-09-29 12:00,23.8,2.5,20,46,0,2.394
2018-09-29 13:00,24.8,2.8,50,43,0,2.5164
2018-09-29 14:00,24.9,2.6,50,41,1,2.394
2018-09-29 15:00,25.7,1.5,360,44,2,2.0304
2018-09-29 16:00,25.3,1.4,20,44,2,1.4724
2018-09-29 17:00,24.6,1.7,20,46,1,0.792
2018-09-29 18:00,22.9,1.3,20,52,1,0.1656
2018-09-29 19:00,19.7,2,360,68,0,0
2018-09-29 20:00,18.8,1.2,20,78,0,0
2018-09-30 5:00,13.5,0.3,0,97,0,0
2018-09-30 6:00,15.3,1.6,50,97,0,0
2018-09-30 7:00,13.7,0.2,0,97,1,0
2018-09-30 8:00,16.8,0,0,97,4,0.1548
2018-09-30 9:00,19.6,2.7,340,84,4,0.7776
2018-09-30 10:00,19.7,4.1,360,58,7,1.4544
2018-09-30 11:00,20.8,3.7,340,48,1,2.0124
2018-09-30 12:00,20.1,5.5,340,45,0,2.376
2018-09-30 13:00,20.2,5.8,340,46,1,2.4984
2018-09-30 14:00,20.5,5.4,340,41,0,2.376
2018-09-30 15:00,19.7,6.5,340,39,0,2.0124
2018-09-30 16:00,19.7,5.2,340,40,0,1.4544
2018-09-30 17:00,18.6,6.6,340,42,0,0.7776
2018-09-30 18:00,17.1,4.2,340,50,1,0.1548
2018-09-30 19:00,16.6,4.6,340,54,5,0
2018-09-30 20:00,16.2,4.3,340,54,2,0
2018-10-01 5:00,11,0.2,0,97,6,0
2018-10-01 6:00,11,4,340,97,8,0
2018-10-01 7:00,11.2,0.9,70,96,10,0
2018-10-01 8:00,12.3,1.5,50,94,6,0.1476
2018-10-01 9:00,14.7,1.5,290,82,5,0.7596
2018-10-01 10:00,17.3,3.6,320,57,8,1.4364
2018-10-01 11:00,15.6,2.8,320,72,10,1.9944
2018-10-01 12:00,16.8,5.8,340,58,8,2.3544
2018-10-01 13:00,17.9,3.6,320,59,8,2.4804
2018-10-01 14:00,18.7,3.9,320,58,6,2.3544
2018-10-01 15:00,17.9,2.6,320,63,9,1.9944
2018-10-01 16:00,15.7,2.6,320,90,10,1.4364
2018-10-01 17:00,15.5,3.5,320,82,5,0.7596
2018-10-01 18:00,15.6,4.9,340,70,3,0.1476
2018-10-01 19:00,15.4,2.1,320,75,7,0
2018-10-01 20:00,15.8,3.8,340,68,0,0
2018-10-02 5:00,10.2,0,0,97,8,0
2018-10-02 6:00,10,0.1,0,98,0,0
2018-10-02 7:00,10.1,0.8,50,97,1,0
2018-10-02 8:00,11.9,0.1,0,97,0,0.1368
2018-10-02 9:00,15.1,0.7,290,82,0,0.7452
2018-10-02 10:00,17.4,0.9,20,65,0,1.422
2018-10-02 11:00,17.9,1.3,360,59,6,1.9764
2018-10-02 12:00,19.5,2.3,340,52,3,2.3364
2018-10-02 13:00,20,1.5,320,51,1,2.4624
2018-10-02 14:00,20,3,340,50,4,2.3364
2018-10-02 15:00,19,2.8,340,55,4,1.9764
2018-10-02 16:00,20.7,2.4,360,52,4,1.422
2018-10-02 17:00,19.5,2.4,320,53,0,0.7452
2018-10-02 18:00,17.3,2.1,340,61,0,0.1368
2018-10-02 19:00,15,0.4,0,72,0,0
2018-10-02 20:00,12.5,0.1,0,87,0,0
2018-10-03 5:00,8.5,0,0,98,0,0
2018-10-03 6:00,8.1,0,0,98,1,0
2018-10-03 7:00,9,0,0,98,0,0
2018-10-03 8:00,12.5,0,0,97,5,0.1296
2018-10-03 9:00,16.3,0,0,73,0,0.7308
2018-10-03 10:00,19.2,0.7,50,66,0,1.404
2018-10-03 11:00,20.7,1.6,360,51,0,1.9584
2018-10-03 12:00,21.4,2.2,360,44,0,2.3184
2018-10-03 13:00,22.5,1.7,340,41,0,2.4444
2018-10-03 14:00,22.5,2.2,360,28,0,2.3184
2018-10-03 15:00,22.7,2,360,30,0,1.9584
2018-10-03 16:00,22.8,2.2,360,32,0,1.404
2018-10-03 17:00,21.4,2.3,360,41,0,0.7308
2018-10-03 18:00,18.2,1.1,360,60,0,0.1296
2018-10-03 19:00,15.3,0.9,360,72,0,0
2018-10-03 20:00,14.2,1.2,50,80,0,0
2018-10-04 5:00,13.1,1,20,88,8,0
2018-10-04 6:00,13.7,1.8,50,81,8,0
2018-10-04 7:00,13.7,1.2,20,82,7,0
2018-10-04 8:00,14.8,1.9,20,78,6,0.1188
2018-10-04 9:00,17.4,2.8,20,69,0,0.7128
2018-10-04 10:00,19.7,2.3,20,61,0,1.386
2018-10-04 11:00,21.2,3.3,20,56,2,1.9404
2018-10-04 12:00,22.4,2.7,50,56,4,2.3004
2018-10-04 13:00,23.6,2.9,50,48,1,2.4228
2018-10-04 14:00,23.9,2.9,50,48,2,2.3004
2018-10-04 15:00,24,2.9,50,47,7,1.9404
2018-10-04 16:00,24.1,3.3,50,43,6,1.386
2018-10-04 17:00,24.1,2.1,50,42,2,0.7128
2018-10-04 18:00,20.5,0.7,50,62,3,0.1188
2018-10-04 19:00,17.5,0.4,0,76,7,0
2018-10-04 20:00,18.9,1.1,20,64,7,0
2018-10-05 5:00,17.7,1.8,20,70,10,0
2018-10-05 6:00,16.4,2,20,86,10,0
2018-10-05 7:00,15.4,1.9,20,95,10,0
2018-10-05 8:00,15.2,2.1,20,96,10,0.1116
2018-10-05 9:00,15.4,2.1,360,97,10,0.6984
2018-10-05 10:00,15.9,3.8,20,97,10,1.368
2018-10-05 11:00,16.4,2.1,20,97,10,1.9224
2018-10-05 12:00,17.1,1.9,20,97,10,2.2824
2018-10-05 13:00,17,2.5,20,97,10,2.4048
2018-10-05 14:00,17,2.3,360,97,10,2.2824
2018-10-05 15:00,17.1,2.5,20,97,10,1.9224
2018-10-05 16:00,17,2.7,20,97,10,1.368
2018-10-05 17:00,17.2,2.6,360,97,10,0.6984
2018-10-05 18:00,17.3,2.5,20,97,10,0.1116
2018-10-05 19:00,17.2,3.4,20,97,10,0
2018-10-05 20:00,17.1,3,20,97,10,0
2018-10-06 5:00,16.9,4.9,360,97,10,0
2018-10-06 6:00,16.7,4.6,20,97,10,0
2018-10-06 7:00,16.8,5.1,20,97,10,0
2018-10-06 8:00,17.2,6.1,20,96,10,0.1044
2018-10-06 9:00,17.5,5.5,20,96,10,0.684
2018-10-06 10:00,17.4,5.6,360,97,8,1.35
2018-10-06 11:00,17.6,5.3,360,97,10,1.9044
2018-10-06 12:00,17.7,6,360,97,10,2.2608
2018-10-06 13:00,19.3,6.5,360,81,9,2.3868
2018-10-06 14:00,20.3,7.6,360,71,9,2.2608
2018-10-06 15:00,21.4,5.6,360,68,7,1.9044
2018-10-06 16:00,21.9,4.5,340,64,6,1.35
2018-10-06 17:00,21.7,3.8,340,67,5,0.684
2018-10-06 18:00,19.9,2.3,340,78,3,0.1044
2018-10-06 19:00,18.5,0.4,0,86,0,0
2018-10-06 20:00,16.4,0.3,0,94,1,0
2018-10-07 5:00,12.4,0.4,0,97,0,0
2018-10-07 6:00,11.8,0.5,20,97,0,0
2018-10-07 7:00,11,0.4,0,97,0,0
2018-10-07 8:00,14,0.2,0,97,0,0.0972
2018-10-07 9:00,17.8,0.6,320,79,0,0.666
2018-10-07 10:00,19.1,3.3,340,55,1,1.332
2018-10-07 11:00,19.7,3.5,340,51,5,1.8864
2018-10-07 12:00,20.2,3.8,360,49,1,2.2428
2018-10-07 13:00,20.5,3.5,340,42,2,2.3688
2018-10-07 14:00,20.5,4.2,340,42,1,2.2428
2018-10-07 15:00,20,4.9,340,40,1,1.8864
2018-10-07 16:00,19.8,4.1,340,35,1,1.332
2018-10-07 17:00,19,3.2,340,41,3,0.666
2018-10-07 18:00,16.2,2.2,340,53,6,0.0972
2018-10-07 19:00,15,0.7,340,60,2,0
2018-10-07 20:00,13.9,0.7,340,67,0,0
2018-10-08 5:00,7.8,0,0,98,2,0
2018-10-08 6:00,7.3,0.4,0,98,0,0
2018-10-08 7:00,7.8,0.8,20,98,0,0
2018-10-08 8:00,11.2,0.3,0,89,4,0.09
2018-10-08 9:00,14.1,0.2,0,74,6,0.6516
2018-10-08 10:00,16.6,0.5,20,68,7,1.314
2018-10-08 11:00,18.9,1.7,20,48,7,1.8648
2018-10-08 12:00,19.5,3.6,360,33,7,2.2248
2018-10-08 13:00,19.3,3.1,20,38,8,2.3472
2018-10-08 14:00,19.9,3.4,360,32,6,2.2248
2018-10-08 15:00,20.3,2.7,360,32,7,1.8648
2018-10-08 16:00,19.9,2.3,360,34,6,1.314
2018-10-08 17:00,19,2.4,360,35,5,0.6516
2018-10-08 18:00,16.3,1.6,360,49,2,0.09
2018-10-08 19:00,12.2,0.1,0,71,0,0
2018-10-08 20:00,10.5,0.1,0,83,2,0
2018-10-09 5:00,11.2,0.8,20,71,9,0
2018-10-09 6:00,12,1.2,20,67,8,0
2018-10-09 7:00,12.4,1.5,20,63,10,0
2018-10-09 8:00,12.9,1.2,20,63,10,0.0828
2018-10-09 9:00,14.6,1,20,59,9,0.6372
2018-10-09 10:00,15.3,0.5,20,58,10,1.296
2018-10-09 11:00,17.6,1.2,340,47,8,1.8468
2018-10-09 12:00,18.9,1.4,50,37,6,2.2032
2018-10-09 13:00,20,2.5,50,38,9,2.3292
2018-10-09 14:00,19.9,2.9,360,37,9,2.2032
2018-10-09 15:00,19.6,2.5,50,40,9,1.8468
2018-10-09 16:00,19.2,3,290,50,8,1.296
2018-10-09 17:00,18,1.5,270,62,10,0.6372
2018-10-09 18:00,16.7,0.4,0,76,9,0.0828
2018-10-09 19:00,16.3,0.6,70,77,10,0
2018-10-09 20:00,15.9,1.3,20,79,10,0
2018-10-10 5:00,13.8,5.2,340,74,7,0
2018-10-10 6:00,13.4,3,320,72,7,0
2018-10-10 7:00,12.2,3.1,320,69,4,0
2018-10-10 8:00,13.1,3.1,340,66,5,0.0756
2018-10-10 9:00,14.6,4.8,340,56,5,0.6228
2018-10-10 10:00,14.3,4.8,340,52,6,1.278
2018-10-10 11:00,15.4,4.9,340,52,9,1.8288
2018-10-10 12:00,16.2,5.7,340,41,9,2.1852
2018-10-10 13:00,15.7,5.1,340,45,9,2.3076
2018-10-10 14:00,14.7,4.6,340,44,8,2.1852
2018-10-10 15:00,14.4,5.6,340,45,7,1.8288
2018-10-10 16:00,14.9,4.7,340,44,5,1.278
2018-10-10 17:00,13.8,4.6,340,44,3,0.6228
2018-10-10 18:00,11.9,2.8,340,51,4,0.0756
2018-10-10 19:00,11.2,2.2,340,53,6,0
2018-10-10 20:00,10.2,1.8,340,60,6,0
2018-10-11 5:00,7.3,0.2,0,90,5,0
2018-10-11 6:00,7,0.7,20,81,6,0
2018-10-11 7:00,6.1,0.1,0,88,2,0
2018-10-11 8:00,8.9,0.2,0,77,1,0.0684
2018-10-11 9:00,12.7,4,360,49,1,0.6048
2018-10-11 10:00,13.5,5.3,360,47,1,1.26
2018-10-11 11:00,13.8,4.9,360,41,5,1.8108
2018-10-11 12:00,14,4.7,340,39,8,2.1672
2018-10-11 13:00,14.6,4.5,340,39,1,2.2896
2018-10-11 14:00,15.4,6.4,340,41,8,2.1672
2018-10-11 15:00,13.5,3.6,340,47,8,1.8108
2018-10-11 16:00,14.8,4.3,340,45,7,1.26
2018-10-11 17:00,13.2,3.1,340,54,8,0.6048
2018-10-11 18:00,12.6,1.7,320,58,10,0.0684
2018-10-11 19:00,12.5,2.1,320,56,10,0
2018-10-11 20:00,11.5,0.9,340,61,5,0
2018-10-12 5:00,4.3,0,0,97,0,0
2018-10-12 6:00,4.3,0.2,0,97,0,0
2018-10-12 7:00,4,0.1,0,97,0,0
2018-10-12 8:00,7.2,0,0,93,0,0.0612
2018-10-12 9:00,10.5,0.8,290,75,0,0.5904
2018-10-12 10:00,13.3,1.3,360,51,0,1.242
2018-10-12 11:00,14.4,1.8,20,48,0,1.7892
2018-10-12 12:00,15.4,3.5,360,46,0,2.1456
2018-10-12 13:00,16.5,3.4,360,42,0,2.268
2018-10-12 14:00,16.2,3.1,340,44,0,2.1456
2018-10-12 15:00,16.4,2.8,360,44,0,1.7892
2018-10-12 16:00,16.2,2.7,340,45,0,1.242
2018-10-12 17:00,14.5,3.3,340,48,0,0.5904
2018-10-12 18:00,11.6,0.9,340,61,0,0.0612
2018-10-12 19:00,9.4,0.2,0,73,0,0
2018-10-12 20:00,7.8,1.2,50,80,0,0
2018-10-13 5:00,4.1,0.7,50,97,0,0
2018-10-13 6:00,4,0.9,20,97,6,0
2018-10-13 7:00,4.3,0.8,20,96,6,0
2018-10-13 8:00,8.7,1,20,77,0,0.054
2018-10-13 9:00,12.4,1.3,20,63,0,0.576
2018-10-13 10:00,15,1.4,20,53,0,1.224
2018-10-13 11:00,16.4,1.3,50,46,0,1.7712
2018-10-13 12:00,16.7,1.9,340,43,0,2.1276
2018-10-13 13:00,18,2.2,290,37,0,2.25
2018-10-13 14:00,18.3,2.1,320,34,0,2.1276
2018-10-13 15:00,18.4,2.2,290,30,0,1.7712
2018-10-13 16:00,17.9,2.6,360,42,0,1.224
2018-10-13 17:00,16.4,2.6,360,45,0,0.576
2018-10-13 18:00,13.7,1.1,360,59,0,0.054
2018-10-13 19:00,12,0.9,20,62,1,0
2018-10-13 20:00,9.7,1,50,80,2,0
2018-10-14 5:00,5.2,0,0,97,0,0
2018-10-14 6:00,4.9,0.1,0,97,0,0
2018-10-14 7:00,4.8,0,0,97,0,0
2018-10-14 8:00,8.7,0.6,20,93,0,0.0504
2018-10-14 9:00,12.3,0,0,79,6,0.5616
2018-10-14 10:00,16,0.5,340,55,5,1.206
2018-10-14 11:00,16.5,1.2,320,46,4,1.7532
2018-10-14 12:00,17.8,2.9,360,44,6,2.106
2018-10-14 13:00,18.3,2.6,360,32,4,2.232
2018-10-14 14:00,18.7,1.8,360,35,7,2.106
2018-10-14 15:00,18.3,1.8,360,39,6,1.7532
2018-10-14 16:00,17.6,2.2,360,38,7,1.206
2018-10-14 17:00,16.1,2.3,360,51,7,0.5616
2018-10-14 18:00,14.7,1,360,60,10,0.0504
2018-10-14 19:00,13.2,1,20,66,8,0
2018-10-14 20:00,11.5,0.6,50,80,8,0
2018-10-15 5:00,7.4,0.5,360,97,9,0
2018-10-15 6:00,7.5,0,0,97,7,0
2018-10-15 7:00,7.4,0.1,0,97,8,0
2018-10-15 8:00,9.7,0.3,0,97,1,0.0432
2018-10-15 9:00,12.8,0.2,0,87,4,0.5472
2018-10-15 10:00,16.5,1.1,320,76,3,1.188
2018-10-15 11:00,18.2,1.6,290,74,6,1.7316
2018-10-15 12:00,20.1,0.9,340,63,5,2.088
2018-10-15 13:00,21,2.8,360,48,0,2.2104
2018-10-15 14:00,21.2,2.2,360,49,2,2.088
2018-10-15 15:00,21,1.9,340,50,0,1.7316
2018-10-15 16:00,20,3.2,340,56,5,1.188
2018-10-15 17:00,18.6,2.4,340,64,5,0.5472
2018-10-15 18:00,15.9,0.4,0,76,6,0.0432
2018-10-15 19:00,14.5,0.6,70,88,4,0
2018-10-15 20:00,13,0.8,70,91,3,0
2018-10-16 5:00,9.8,0,0,96,9,0
2018-10-16 6:00,9.1,0.2,0,97,10,0
2018-10-16 7:00,9.2,0.3,0,97,10,0
2018-10-16 8:00,10.2,0.2,0,97,10,0.0396
2018-10-16 9:00,13.3,1.1,360,76,9,0.5292
2018-10-16 10:00,15.1,1.7,20,61,8,1.17
2018-10-16 11:00,16.4,2.6,360,47,8,1.7136
2018-10-16 12:00,18.1,2.5,20,39,7,2.07
2018-10-16 13:00,19.5,3.5,360,36,7,2.1924
2018-10-16 14:00,20,3.1,360,32,7,2.07
2018-10-16 15:00,19.5,2.3,360,39,7,1.7136
2018-10-16 16:00,18.3,3.6,340,37,5,1.17
2018-10-16 17:00,17.3,2.3,340,50,6,0.5292
2018-10-16 18:00,14.6,0.5,340,67,4,0.0396
2018-10-16 19:00,12.4,0.1,0,79,5,0
2018-10-16 20:00,11.3,0.3,0,84,2,0
2018-10-17 5:00,5.9,0,0,97,0,0
2018-10-17 6:00,5.7,0.5,20,97,0,0
2018-10-17 7:00,5.7,0.4,0,97,0,0
2018-10-17 8:00,8.6,0,0,97,5,0.036
2018-10-17 9:00,11.8,0.8,320,87,2,0.5148
2018-10-17 10:00,15.5,0.8,340,48,1,1.152
2018-10-17 11:00,17.7,2.6,340,35,0,1.6956
2018-10-17 12:00,18.5,3.9,360,31,0,2.0484
2018-10-17 13:00,18.5,3.9,340,35,0,2.1708
2018-10-17 14:00,18.2,3.4,340,43,0,2.0484
2018-10-17 15:00,17.3,3.6,340,44,0,1.6956
2018-10-17 16:00,16.8,2.6,320,46,0,1.152
2018-10-17 17:00,15.4,3.1,340,49,0,0.5148
2018-10-17 18:00,12.7,0.7,340,59,0,0.036
2018-10-17 19:00,9.7,0.4,0,75,0,0
2018-10-17 20:00,8,0.2,0,83,0,0
2018-10-18 5:00,5.4,0.5,20,97,0,0
2018-10-18 6:00,5.5,1,20,97,0,0
2018-10-18 7:00,6.3,1.7,20,97,0,0
2018-10-18 8:00,7.5,0.8,340,94,0,0.0288
2018-10-18 9:00,11.7,0.5,20,73,0,0.5004
2018-10-18 10:00,13.7,2.1,50,61,0,1.134
2018-10-18 11:00,15.2,2.2,20,50,6,1.6776
2018-10-18 12:00,16.2,3.7,360,48,6,2.0304
2018-10-18 13:00,15.8,3.4,360,47,6,2.1492
2018-10-18 14:00,17.5,2.6,20,46,5,2.0304
2018-10-18 15:00,17.8,2.6,20,48,6,1.6776
2018-10-18 16:00,17,2.2,360,52,6,1.134
2018-10-18 17:00,15.8,3.4,360,60,6,0.5004
2018-10-18 18:00,11,4.5,360,81,10,0.0288
2018-10-18 19:00,10.8,2.1,20,93,9,0
2018-10-18 20:00,10.3,0.9,360,97,7,0
2018-10-19 5:00,7.6,0.6,20,97,0,0
2018-10-19 6:00,8.7,1.6,20,91,2,0
2018-10-19 7:00,7,0.9,140,97,1,0
2018-10-19 8:00,9.3,0.3,0,94,0,0.0252
2018-10-19 9:00,12.2,2.3,360,72,0,0.486
2018-10-19 10:00,14.2,2.9,360,61,0,1.1196
2018-10-19 11:00,15.3,2.8,20,50,0,1.656
2018-10-19 12:00,16.6,2.2,20,44,0,2.0088
2018-10-19 13:00,17.9,3.8,360,38,0,2.1312
2018-10-19 14:00,18.2,3.6,360,38,0,2.0088
2018-10-19 15:00,18.1,3.9,360,36,0,1.656
2018-10-19 16:00,17.6,3.9,360,36,0,1.1196
2018-10-19 17:00,16.2,3.4,340,46,0,0.486
2018-10-19 18:00,13.9,1.5,340,53,0,0.0252
2018-10-19 19:00,11.4,1.4,360,70,2,0
2018-10-19 20:00,10.5,0.5,50,74,3,0
2018-10-20 5:00,5.5,0,0,97,0,0
2018-10-20 6:00,4.9,0,0,97,0,0
2018-10-20 7:00,5,0,0,97,0,0
2018-10-20 8:00,7.5,0,0,97,7,0.0216
2018-10-20 9:00,11.4,0.3,0,91,0,0.4752
2018-10-20 10:00,14.8,0.4,0,64,0,1.1016
2018-10-20 11:00,17.6,1,340,40,0,1.638
2018-10-20 12:00,18,1.1,20,32,0,1.9908
2018-10-20 13:00,19.2,1.2,20,27,0,2.1096
2018-10-20 14:00,20.6,1.5,340,29,0,1.9908
2018-10-20 15:00,20.4,1.6,340,25,0,1.638
2018-10-20 16:00,18.9,3.6,360,50,3,1.1016
2018-10-20 17:00,16.5,3.1,360,55,5,0.4752
2018-10-20 18:00,13.8,1.1,340,60,5,0.0216
2018-10-20 19:00,11.2,0.8,50,75,5,0
2018-10-20 20:00,10.2,0.7,50,80,5,0
2018-10-21 5:00,5.5,0.7,50,97,0,0
2018-10-21 6:00,5,0.1,0,97,2,0
2018-10-21 7:00,5,0,0,97,3,0
2018-10-21 8:00,8.3,0,0,97,6,0.018
2018-10-21 9:00,11.9,0.2,0,85,0,0.4608
2018-10-21 10:00,15.3,0.6,320,66,0,1.0836
2018-10-21 11:00,17.9,0.8,320,48,0,1.62
2018-10-21 12:00,18.9,1.3,20,32,0,1.9692
2018-10-21 13:00,19.2,1.7,340,34,0,2.0916
2018-10-21 14:00,19.9,2,340,33,0,1.9692
2018-10-21 15:00,19.9,1.8,360,31,0,1.62
2018-10-21 16:00,18.8,3.6,360,37,0,1.0836
2018-10-21 17:00,16.6,2.6,360,42,0,0.4608
2018-10-21 18:00,14.1,1.1,20,52,0,0.018
2018-10-21 19:00,11.7,0.7,20,64,5,0
2018-10-21 20:00,11.1,1.8,50,65,1,0
2018-10-22 5:00,8.5,0,0,94,9,0
2018-10-22 6:00,8,0.5,20,88,8,0
2018-10-22 7:00,7.5,0,0,92,7,0
2018-10-22 8:00,9.3,0.1,0,91,9,0.018
2018-10-22 9:00,12.2,0,0,78,7,0.4464
2018-10-22 10:00,15,0.2,0,63,7,1.0656
2018-10-22 11:00,16.5,1.5,320,55,7,1.5984
2018-10-22 12:00,17.2,2,290,46,8,1.9512
2018-10-22 13:00,19,1.9,320,42,8,2.07
2018-10-22 14:00,18.3,2.1,90,46,8,1.9512
2018-10-22 15:00,17.6,2,320,51,9,1.5984
2018-10-22 16:00,17.1,1.6,290,52,9,1.0656
2018-10-22 17:00,16.8,1.3,290,55,9,0.4464
2018-10-22 18:00,13.8,0.4,0,71,8,0.018
2018-10-22 19:00,10.9,0.1,0,87,4,0
2018-10-22 20:00,9.4,0,0,91,0,0
2018-10-23 5:00,8.8,0.4,0,97,8,0
2018-10-23 6:00,9.7,0.9,50,97,9,0
2018-10-23 7:00,9.9,0.4,0,97,5,0
2018-10-23 8:00,11,0.4,0,97,5,0.0144
2018-10-23 9:00,12.1,1.6,320,93,10,0.432
2018-10-23 10:00,14.9,3.6,320,79,4,1.0476
2018-10-23 11:00,16.5,4.9,270,74,4,1.5804
2018-10-23 12:00,17.6,4.3,250,72,5,1.9296
2018-10-23 13:00,17.3,3.9,320,80,9,2.052
2018-10-23 14:00,16.2,0.6,290,95,8,1.9296
2018-10-23 15:00,17.3,3.8,340,76,4,1.5804
2018-10-23 16:00,17.2,2.2,340,69,0,1.0476
2018-10-23 17:00,16.2,3.5,340,61,0,0.432
2018-10-23 18:00,14.1,1.3,320,69,0,0.0144
2018-10-23 19:00,11.3,0.1,0,84,1,0
2018-10-23 20:00,10.2,1.1,20,91,0,0
2018-10-24 5:00,5.1,0.1,0,97,5,0
2018-10-24 6:00,5.6,0,0,97,0,0
2018-10-24 7:00,5.1,0.3,0,97,3,0
2018-10-24 8:00,8,0,0,97,0,0.0108
2018-10-24 9:00,11.7,0,0,79,0,0.4176
2018-10-24 10:00,14.5,1.1,320,70,0,1.0296
2018-10-24 11:00,16.7,1.1,340,53,0,1.5624
2018-10-24 12:00,16.7,1.2,320,47,1,1.9116
2018-10-24 13:00,18.9,1.9,340,47,2,2.0304
2018-10-24 14:00,18,2.1,340,48,2,1.9116
2018-10-24 15:00,18,3.6,340,49,1,1.5624
2018-10-24 16:00,17.4,2.9,340,50,0,1.0296
2018-10-24 17:00,16.3,2.3,340,52,0,0.4176
2018-10-24 18:00,13.1,0.9,340,66,0,0.0108
2018-10-24 19:00,10,0,0,83,0,0
2018-10-24 20:00,9.2,0.8,50,89,5,0
2018-10-25 5:00,5.6,0.4,0,97,0,0
2018-10-25 6:00,5.3,0.4,0,97,3,0
2018-10-25 7:00,5.5,0.3,0,97,6,0
2018-10-25 8:00,9.6,0.3,0,96,7,0.0108
2018-10-25 9:00,13.7,0.5,360,75,0,0.4068
2018-10-25 10:00,15.8,1.8,20,60,0,1.0152
2018-10-25 11:00,17.7,2.6,20,44,0,1.5444
2018-10-25 12:00,18.1,2.4,50,41,0,1.89
2018-10-25 13:00,19.3,2.2,50,35,2,2.0124
2018-10-25 14:00,20.1,2.4,50,25,6,1.89
2018-10-25 15:00,20.5,1.6,50,27,6,1.5444
2018-10-25 16:00,19.4,1,20,33,6,1.0152
2018-10-25 17:00,19.1,1.7,20,36,6,0.4068
2018-10-25 18:00,16.7,1.1,20,47,7,0.0108
2018-10-25 19:00,14.4,1.4,50,59,8,0
2018-10-25 20:00,12.3,0.6,50,69,2,0
2018-10-26 5:00,14.1,2.2,140,73,7,0
2018-10-26 6:00,14.2,1.9,200,72,10,0
2018-10-26 7:00,14.5,2.4,230,73,10,0
2018-10-26 8:00,15,4,50,66,4,0.0072
2018-10-26 9:00,15.1,3.9,50,72,9,0.3924
2018-10-26 10:00,15.9,4.4,50,70,10,0.9972
2018-10-26 11:00,14.9,4.3,270,92,10,1.5264
2018-10-26 12:00,14.9,4.1,340,97,10,1.872
2018-10-26 13:00,14,4.2,290,89,10,1.9908
2018-10-26 14:00,12.3,2.5,360,97,10,1.872
2018-10-26 15:00,13.9,2.1,340,91,9,1.5264
2018-10-26 16:00,14.9,2.6,320,72,1,0.9972
2018-10-26 17:00,14.5,2.1,340,67,0,0.3924
2018-10-26 18:00,12.2,0.8,270,82,6,0.0072
2018-10-26 19:00,13.2,4.6,340,64,1,0
2018-10-26 20:00,12.9,5.2,340,59,7,0
2018-10-27 5:00,9.7,2.5,320,66,3,0
2018-10-27 6:00,10.2,2.8,320,64,1,0
2018-10-27 7:00,10.8,4.7,340,55,9,0
2018-10-27 8:00,11.3,4.8,340,50,3,0.0072
2018-10-27 9:00,12.4,6.1,340,46,3,0.378
2018-10-27 10:00,12.5,4.5,340,46,8,0.9792
2018-10-27 11:00,13.3,4.9,340,46,9,1.5048
2018-10-27 12:00,12.6,5.6,340,49,6,1.854
2018-10-27 13:00,12.4,5.8,340,44,8,1.9728
2018-10-27 14:00,13.3,5.3,340,46,9,1.854
2018-10-27 15:00,12.9,4.7,340,48,8,1.5048
2018-10-27 16:00,11.6,5.8,340,47,6,0.9792
