일시,기온(°C),풍속(m/s),풍향(16방위),습도(%),전운량(10분위),c일사량
2018-07-20 11:00:00,30.7,1.5,270.0,64.0,0.0,3.1608
2018-07-20 12:00:00,32.1,2.1,290.0,56.0,0.0,3.276
2018-07-20 13:00:00,33.0,1.5,340.0,58.0,0.0,3.1608
2018-07-20 14:00:00,33.2,3.5,320.0,60.0,0.0,2.8224
2018-07-20 15:00:00,31.8,3.4,340.0,57.0,0.0,2.2932
2018-07-20 16:00:00,32.0,2.7,340.0,55.0,0.0,1.62
2018-07-20 17:00:00,31.9,2.2,360.0,53.0,0.0,0.8856
2018-07-20 18:00:00,30.7,2.6,360.0,55.0,0.0,0.234
2018-07-20 19:00:00,29.1,1.6,360.0,62.0,0.0,0.0
2018-07-20 20:00:00,27.0,0.7,20.0,72.0,0.0,0.0
2018-07-21 06:00:00,22.8,1.8,50.0,85.0,0.0,0.2304
2018-07-21 07:00:00,24.0,1.5,20.0,80.0,0.0,0.8784
2018-07-21 08:00:00,26.3,1.4,20.0,75.0,0.0,1.6164
2018-07-21 09:00:00,28.8,1.4,50.0,60.0,0.0,2.2896
2018-07-21 10:00:00,31.3,1.9,340.0,60.0,0.0,2.8188
2018-07-21 11:00:00,32.4,1.9,340.0,50.0,0.0,3.1572
2018-07-21 12:00:00,34.0,1.6,290.0,44.0,0.0,3.2724
2018-07-21 13:00:00,34.2,1.4,270.0,48.0,0.0,3.1572
2018-07-21 14:00:00,34.0,2.3,270.0,52.0,0.0,2.8188
2018-07-21 15:00:00,34.9,1.8,270.0,49.0,0.0,2.2896
2018-07-21 16:00:00,34.4,4.2,320.0,45.0,0.0,1.6164
2018-07-21 17:00:00,33.4,2.3,340.0,47.0,0.0,0.8784
2018-07-21 18:00:00,31.6,2.7,340.0,42.0,0.0,0.2304
2018-07-21 19:00:00,29.4,0.9,320.0,53.0,0.0,0.0
2018-07-21 20:00:00,27.9,2.0,50.0,58.0,0.0,0.0
2018-07-22 06:00:00,24.0,0.1,0.0,82.0,0.0,0.2232
2018-07-22 07:00:00,25.7,0.6,50.0,69.0,0.0,0.8748
2018-07-22 08:00:00,28.8,0.8,20.0,62.0,0.0,1.6092
2018-07-22 09:00:00,31.2,1.9,20.0,59.0,0.0,2.2824
2018-07-22 10:00:00,32.6,2.2,50.0,46.0,0.0,2.8152
2018-07-22 11:00:00,33.9,1.9,20.0,47.0,0.0,3.1536
2018-07-22 12:00:00,34.5,2.1,360.0,51.0,0.0,3.2688
2018-07-22 13:00:00,35.5,2.0,360.0,51.0,0.0,3.1536
2018-07-22 14:00:00,35.0,1.3,290.0,50.0,0.0,2.8152
2018-07-22 15:00:00,34.3,1.8,270.0,54.0,0.0,2.2824
2018-07-22 16:00:00,32.3,2.5,250.0,61.0,0.0,1.6092
2018-07-22 17:00:00,32.5,3.1,230.0,59.0,0.0,0.8748
2018-07-22 18:00:00,31.8,2.3,250.0,60.0,0.0,0.2232
2018-07-22 19:00:00,31.0,1.2,230.0,60.0,0.0,0.0
2018-07-22 20:00:00,29.9,1.1,140.0,64.0,0.0,0.0
2018-07-23 06:00:00,24.9,0.8,50.0,94.0,0.0,0.2196
2018-07-23 07:00:00,26.0,0.5,70.0,88.0,0.0,0.8676
2018-07-23 08:00:00,28.3,1.0,90.0,69.0,0.0,1.6056
2018-07-23 09:00:00,29.7,0.8,160.0,62.0,0.0,2.2788
2018-07-23 10:00:00,30.8,2.0,230.0,59.0,0.0,2.808
2018-07-23 11:00:00,31.1,3.2,250.0,61.0,0.0,3.1464
2018-07-23 12:00:00,32.3,2.2,270.0,58.0,0.0,3.2652
2018-07-23 13:00:00,32.4,1.8,270.0,56.0,0.0,3.1464
2018-07-23 14:00:00,33.1,1.8,320.0,54.0,0.0,2.808
2018-07-23 15:00:00,34.0,2.6,320.0,56.0,0.0,2.2788
2018-07-23 16:00:00,33.3,2.9,320.0,58.0,0.0,1.6056
2018-07-23 17:00:00,32.2,3.4,320.0,60.0,0.0,0.8676
2018-07-23 18:00:00,31.7,3.3,320.0,60.0,0.0,0.2196
2018-07-23 19:00:00,30.1,2.0,360.0,67.0,0.0,0.0
2018-07-23 20:00:00,28.0,1.8,340.0,72.0,0.0,0.0
2018-07-24 06:00:00,24.0,0.1,0.0,97.0,0.0,0.2124
2018-07-24 07:00:00,25.7,0.0,0.0,90.0,0.0,0.8604
2018-07-24 08:00:00,28.6,0.2,0.0,76.0,0.0,1.5984
2018-07-24 09:00:00,29.9,1.7,290.0,73.0,0.0,2.2716
2018-07-24 10:00:00,30.8,2.7,250.0,67.0,0.0,2.8044
2018-07-24 17:00:00,31.7,2.5,270.0,62.0,0.0,0.8604
2018-07-24 18:00:00,31.6,1.2,250.0,61.0,0.0,0.2124
2018-07-24 19:00:00,30.4,1.7,250.0,64.0,0.0,0.0
2018-07-24 20:00:00,28.4,1.6,250.0,77.0,0.0,0.0
2018-07-25 06:00:00,26.8,1.7,180.0,89.0,0.0,0.2088
2018-07-25 07:00:00,27.2,2.2,160.0,87.0,0.0,0.8532
2018-07-25 08:00:00,28.3,3.3,200.0,82.0,0.0,1.5912
2018-07-25 09:00:00,28.2,4.3,200.0,79.0,0.0,2.268
2018-07-25 10:00:00,29.1,4.2,200.0,73.0,0.0,2.8008
2018-07-25 11:00:00,29.9,4.0,200.0,72.0,0.0,3.1392
2018-07-25 12:00:00,31.2,4.9,200.0,63.0,0.0,3.2544
2018-07-25 13:00:00,31.6,4.6,200.0,64.0,0.0,3.1392
2018-07-25 14:00:00,31.2,4.4,200.0,66.0,0.0,2.8008
2018-07-25 15:00:00,31.3,4.1,230.0,64.0,0.0,2.268
2018-07-25 16:00:00,31.6,3.4,200.0,63.0,0.0,1.5912
2018-07-25 17:00:00,30.7,3.9,200.0,67.0,0.0,0.8532
2018-07-25 18:00:00,30.2,3.6,230.0,69.0,0.0,0.2088
2018-07-25 19:00:00,28.7,2.8,230.0,79.0,0.0,0.0
2018-07-25 20:00:00,27.6,1.1,200.0,87.0,0.0,0.0
2018-07-26 06:00:00,25.7,1.2,160.0,98.0,0.0,0.2052
2018-07-26 07:00:00,26.3,1.1,140.0,96.0,0.0,0.846
2018-07-26 08:00:00,27.7,2.1,160.0,88.0,0.0,1.584
2018-07-26 09:00:00,29.2,2.5,180.0,78.0,0.0,2.2608
2018-07-26 10:00:00,28.8,3.0,200.0,76.0,0.0,2.7936
2018-07-26 11:00:00,30.2,2.8,250.0,73.0,0.0,3.1356
2018-07-26 12:00:00,30.7,2.8,200.0,64.0,0.0,3.2508
2018-07-26 13:00:00,30.6,2.5,270.0,69.0,0.0,3.1356
2018-07-26 14:00:00,32.2,3.0,270.0,64.0,0.0,2.7936
2018-07-26 15:00:00,31.7,2.8,250.0,66.0,0.0,2.2608
2018-07-26 16:00:00,32.4,2.2,250.0,66.0,0.0,1.584
2018-07-26 17:00:00,31.9,1.8,270.0,65.0,0.0,0.846
2018-07-26 18:00:00,31.0,1.2,270.0,68.0,0.0,0.2052
2018-07-26 19:00:00,29.1,2.7,320.0,76.0,0.0,0.0
2018-07-26 20:00:00,27.8,0.8,340.0,85.0,0.0,0.0
2018-07-27 06:00:00,25.5,1.4,20.0,98.0,0.0,0.198
2018-07-27 07:00:00,26.3,1.0,90.0,96.0,0.0,0.8388
2018-07-27 08:00:00,27.9,1.0,340.0,88.0,0.0,1.5768
2018-07-27 09:00:00,29.2,0.9,70.0,71.0,0.0,2.2572
2018-07-27 10:00:00,29.4,1.0,290.0,76.0,0.0,2.79
2018-07-27 11:00:00,31.3,0.9,110.0,69.0,0.0,3.1284
2018-07-27 12:00:00,32.3,1.5,270.0,63.0,0.0,3.2472
2018-07-27 13:00:00,33.9,0.7,360.0,58.0,0.0,3.1284
2018-07-27 14:00:00,32.9,1.6,290.0,59.0,0.0,2.79
2018-07-27 15:00:00,32.8,2.8,320.0,66.0,0.0,2.2572
2018-07-27 16:00:00,32.1,4.5,320.0,66.0,0.0,1.5768
2018-07-27 17:00:00,31.4,3.8,320.0,68.0,0.0,0.8388
2018-07-27 18:00:00,30.3,2.1,340.0,72.0,0.0,0.198
2018-07-27 19:00:00,29.0,2.4,340.0,75.0,0.0,0.0
2018-07-27 20:00:00,27.8,1.4,360.0,80.0,0.0,0.0
2018-07-28 06:00:00,24.8,0.0,0.0,98.0,0.0,0.1944
2018-07-28 07:00:00,25.7,0.0,0.0,98.0,0.0,0.8316
2018-07-28 08:00:00,27.6,0.4,0.0,89.0,0.0,1.5696
2018-07-28 09:00:00,29.2,0.4,0.0,83.0,0.0,2.25
2018-07-28 10:00:00,31.6,0.8,320.0,70.0,0.0,2.7828
2018-07-28 11:00:00,32.2,0.7,360.0,61.0,0.0,3.1248
2018-07-28 12:00:00,33.2,1.8,290.0,63.0,0.0,3.24
2018-07-28 13:00:00,34.3,1.9,360.0,61.0,0.0,3.1248
2018-07-28 14:00:00,34.1,2.9,340.0,63.0,0.0,2.7828
2018-07-28 15:00:00,33.4,3.6,340.0,65.0,0.0,2.25
2018-07-28 16:00:00,33.0,3.9,340.0,65.0,0.0,1.5696
2018-07-28 17:00:00,30.9,3.4,320.0,74.0,0.0,0.8316
2018-07-28 18:00:00,30.4,1.5,360.0,76.0,0.0,0.1944
2018-07-28 19:00:00,29.6,0.9,360.0,82.0,0.0,0.0
2018-07-28 20:00:00,28.7,2.0,20.0,86.0,0.0,0.0
2018-07-29 06:00:00,26.9,1.4,50.0,81.0,0.0,0.1872
2018-07-29 07:00:00,27.6,1.8,50.0,80.0,0.0,0.8244
2018-07-29 08:00:00,29.2,2.7,50.0,70.0,0.0,1.5624
2018-07-29 09:00:00,30.7,2.6,70.0,63.0,0.0,2.2428
2018-07-29 10:00:00,31.8,2.6,20.0,58.0,0.0,2.7792
2018-07-29 11:00:00,32.7,2.3,20.0,53.0,0.0,3.1212
2018-07-29 12:00:00,33.5,3.2,50.0,50.0,0.0,3.2364
2018-07-29 13:00:00,33.4,3.5,360.0,55.0,0.0,3.1212
2018-07-29 14:00:00,33.7,3.9,360.0,54.0,0.0,2.7792
2018-07-29 15:00:00,34.7,4.2,360.0,53.0,0.0,2.2428
2018-07-29 16:00:00,35.0,3.9,20.0,51.0,0.0,1.5624
2018-07-29 17:00:00,34.8,3.0,360.0,50.0,0.0,0.8244
2018-07-29 18:00:00,34.0,2.5,20.0,51.0,0.0,0.1872
2018-07-29 19:00:00,32.4,2.2,360.0,59.0,0.0,0.0
2018-07-29 20:00:00,31.7,2.5,50.0,48.0,0.0,0.0
2018-07-30 06:00:00,25.4,0.8,20.0,74.0,0.0,0.18
2018-07-30 07:00:00,27.5,2.8,50.0,66.0,0.0,0.8172
2018-07-30 08:00:00,28.6,2.8,50.0,64.0,0.0,1.5552
2018-07-30 09:00:00,30.2,2.3,50.0,60.0,0.0,2.2356
2018-07-30 10:00:00,31.5,2.8,50.0,57.0,0.0,2.772
2018-07-30 11:00:00,32.3,2.8,70.0,56.0,0.0,3.114
2018-07-30 12:00:00,33.3,2.6,70.0,52.0,0.0,3.2328
2018-07-30 13:00:00,33.6,2.7,50.0,51.0,0.0,3.114
2018-07-30 14:00:00,35.0,3.1,50.0,46.0,0.0,2.772
2018-07-30 15:00:00,35.1,2.5,50.0,45.0,0.0,2.2356
2018-07-30 16:00:00,34.9,2.3,90.0,44.0,0.0,1.5552
2018-07-30 17:00:00,35.7,2.4,90.0,43.0,0.0,0.8172
2018-07-30 18:00:00,34.7,2.4,50.0,47.0,0.0,0.18
2018-07-30 19:00:00,33.9,1.8,90.0,51.0,0.0,0.0
2018-07-30 20:00:00,31.2,0.8,20.0,65.0,0.0,0.0
2018-07-31 06:00:00,25.4,0.2,0.0,87.0,0.0,0.1764
2018-07-31 07:00:00,27.9,1.8,70.0,66.0,0.0,0.81
2018-07-31 08:00:00,29.2,2.4,70.0,61.0,0.0,1.548
2018-07-31 09:00:00,30.9,2.5,50.0,56.0,0.0,2.2284
2018-07-31 10:00:00,31.7,2.0,20.0,57.0,0.0,2.7684
2018-07-31 11:00:00,33.1,3.0,70.0,48.0,0.0,3.1104
2018-07-31 12:00:00,34.2,2.3,70.0,45.0,0.0,3.2256
2018-07-31 13:00:00,35.3,2.7,50.0,42.0,0.0,3.1104
2018-07-31 14:00:00,35.3,2.6,20.0,41.0,0.0,2.7684
2018-07-31 15:00:00,35.9,2.2,110.0,42.0,0.0,2.2284
2018-07-31 16:00:00,35.7,1.7,90.0,43.0,0.0,1.548
2018-07-31 17:00:00,34.7,3.4,360.0,51.0,0.0,0.81
2018-07-31 18:00:00,33.3,3.1,360.0,51.0,0.0,0.1764
2018-07-31 19:00:00,31.5,2.0,20.0,56.0,0.0,0.0
2018-07-31 20:00:00,29.3,1.7,50.0,64.0,0.0,0.0
2018-08-01 06:00:00,26.4,1.3,50.0,89.0,0.0,0.1692
2018-08-01 07:00:00,27.6,0.7,50.0,84.0,1.0,0.7992
2018-08-01 08:00:00,30.4,0.8,360.0,74.0,0.0,1.5408
2018-08-01 09:00:00,32.2,1.1,360.0,64.0,0.0,2.2212
2018-08-01 10:00:00,33.8,2.1,340.0,58.0,2.0,2.7612
2018-08-01 11:00:00,34.9,2.2,20.0,50.0,1.0,3.1032
2018-08-01 12:00:00,35.6,1.8,360.0,52.0,2.0,3.222
2018-08-01 13:00:00,35.8,2.7,340.0,50.0,2.0,3.1032
2018-08-01 14:00:00,36.5,3.7,340.0,44.0,2.0,2.7612
2018-08-01 15:00:00,36.8,3.3,360.0,44.0,1.0,2.2212
2018-08-01 16:00:00,35.4,3.7,340.0,49.0,1.0,1.5408
2018-08-01 17:00:00,35.0,3.3,340.0,49.0,2.0,0.7992
2018-08-01 18:00:00,33.7,3.1,340.0,51.0,2.0,0.1692
2018-08-01 19:00:00,31.5,1.5,360.0,59.0,1.0,0.0
2018-08-01 20:00:00,29.3,1.3,50.0,67.0,1.0,0.0
2018-08-02 06:00:00,27.8,1.4,180.0,78.0,5.0,0.1656
2018-08-02 07:00:00,28.8,1.8,180.0,74.0,2.0,0.792
2018-08-02 08:00:00,30.2,2.6,200.0,68.0,2.0,1.5336
2018-08-02 09:00:00,31.4,1.9,180.0,61.0,4.0,2.214
2018-08-02 10:00:00,32.9,2.0,230.0,54.0,3.0,2.754
2018-08-02 11:00:00,34.1,2.0,290.0,54.0,4.0,3.096
2018-08-02 12:00:00,34.9,2.1,290.0,53.0,3.0,3.2148
2018-08-02 13:00:00,35.3,1.8,270.0,51.0,4.0,3.096
2018-08-02 14:00:00,36.4,2.8,360.0,50.0,5.0,2.754
2018-08-02 15:00:00,35.7,3.1,360.0,52.0,2.0,2.214
2018-08-02 16:00:00,34.9,4.0,340.0,49.0,0.0,1.5336
2018-08-02 17:00:00,34.2,3.6,320.0,49.0,2.0,0.792
2018-08-02 18:00:00,33.1,2.9,340.0,52.0,1.0,0.1656
2018-08-02 19:00:00,32.2,1.4,340.0,56.0,1.0,0.0
2018-08-02 20:00:00,30.0,1.1,50.0,63.0,2.0,0.0
2018-08-03 06:00:00,26.4,0.8,160.0,95.0,3.0,0.1584
2018-08-03 07:00:00,27.4,0.4,0.0,93.0,2.0,0.7848
2018-08-03 08:00:00,30.0,1.6,200.0,70.0,4.0,1.5264
2018-08-03 09:00:00,31.0,2.8,230.0,66.0,3.0,2.2068
2018-08-03 10:00:00,32.2,3.3,230.0,56.0,2.0,2.7468
2018-08-03 11:00:00,32.8,2.4,250.0,60.0,2.0,3.0924
2018-08-03 12:00:00,33.4,1.9,250.0,54.0,3.0,3.2076
2018-08-03 13:00:00,35.7,1.6,200.0,53.0,5.0,3.0924
2018-08-03 14:00:00,35.6,2.3,250.0,52.0,5.0,2.7468
2018-08-03 15:00:00,34.6,3.6,250.0,54.0,6.0,2.2068
2018-08-03 16:00:00,34.4,2.6,250.0,54.0,6.0,1.5264
2018-08-03 17:00:00,34.2,2.3,250.0,55.0,3.0,0.7848
2018-08-03 18:00:00,33.8,1.7,250.0,56.0,2.0,0.1584
2018-08-03 19:00:00,31.6,2.0,20.0,64.0,2.0,0.0
2018-08-03 20:00:00,29.3,0.9,50.0,69.0,3.0,0.0
2018-08-04 06:00:00,24.9,0.0,0.0,93.0,2.0,0.1512
2018-08-04 07:00:00,27.0,0.0,0.0,84.0,3.0,0.774
2018-08-04 08:00:00,29.2,1.2,200.0,77.0,2.0,1.5156
2018-08-04 09:00:00,30.5,2.0,200.0,70.0,3.0,2.1996
2018-08-04 10:00:00,31.3,2.6,200.0,62.0,4.0,2.7396
2018-08-04 11:00:00,32.1,3.1,230.0,64.0,6.0,3.0852
2018-08-04 12:00:00,32.4,3.5,250.0,62.0,6.0,3.204
2018-08-04 13:00:00,32.5,3.3,290.0,61.0,6.0,3.0852
2018-08-04 14:00:00,32.4,4.1,250.0,60.0,6.0,2.7396
2018-08-04 15:00:00,32.6,3.6,250.0,60.0,5.0,2.1996
2018-08-04 16:00:00,32.4,3.1,270.0,60.0,3.0,1.5156
2018-08-04 17:00:00,32.2,3.2,270.0,60.0,1.0,0.774
2018-08-04 18:00:00,31.4,2.5,250.0,65.0,3.0,0.1512
2018-08-04 19:00:00,30.1,2.4,250.0,72.0,2.0,0.0
2018-08-04 20:00:00,28.9,1.8,340.0,75.0,3.0,0.0
2018-08-05 06:00:00,25.9,0.3,0.0,98.0,4.0,0.1476
2018-08-05 07:00:00,26.7,1.0,230.0,98.0,3.0,0.7668
2018-08-05 08:00:00,28.0,0.6,270.0,93.0,6.0,1.5084
2018-08-05 09:00:00,29.2,2.4,320.0,79.0,6.0,2.1924
2018-08-05 10:00:00,30.5,3.0,320.0,69.0,6.0,2.736
2018-08-05 11:00:00,30.5,2.1,290.0,73.0,6.0,3.078
2018-08-05 12:00:00,32.1,3.8,320.0,61.0,6.0,3.1968
2018-08-05 13:00:00,32.1,4.6,320.0,60.0,6.0,3.078
2018-08-05 14:00:00,33.1,4.5,320.0,56.0,6.0,2.736
2018-08-05 15:00:00,33.0,3.4,290.0,59.0,4.0,2.1924
2018-08-05 16:00:00,32.7,4.4,290.0,57.0,3.0,1.5084
2018-08-05 17:00:00,32.0,3.9,320.0,59.0,1.0,0.7668
2018-08-05 18:00:00,31.9,3.5,290.0,60.0,3.0,0.1476
2018-08-05 19:00:00,30.3,1.4,290.0,71.0,4.0,0.0
2018-08-05 20:00:00,28.8,1.6,340.0,77.0,3.0,0.0
2018-08-06 06:00:00,25.6,0.0,0.0,98.0,4.0,0.1404
2018-08-06 07:00:00,26.9,0.5,160.0,97.0,2.0,0.7596
2018-08-06 08:00:00,28.0,0.6,200.0,92.0,4.0,1.5012
2018-08-06 09:00:00,30.6,1.4,340.0,72.0,3.0,2.1852
2018-08-06 10:00:00,30.4,1.0,200.0,72.0,3.0,2.7288
2018-08-06 11:00:00,32.0,1.9,340.0,63.0,4.0,3.0708
2018-08-06 12:00:00,33.2,2.0,250.0,62.0,6.0,3.1896
2018-08-06 13:00:00,33.1,1.8,320.0,61.0,6.0,3.0708
2018-08-06 14:00:00,32.4,2.2,360.0,64.0,6.0,2.7288
2018-08-06 15:00:00,32.6,3.6,320.0,64.0,6.0,2.1852
2018-08-06 16:00:00,33.6,3.4,320.0,60.0,3.0,1.5012
2018-08-06 17:00:00,32.8,2.9,340.0,61.0,3.0,0.7596
2018-08-06 18:00:00,32.0,2.8,340.0,64.0,3.0,0.1404
2018-08-06 19:00:00,30.4,2.1,360.0,71.0,7.0,0.0
2018-08-06 20:00:00,28.5,0.8,320.0,80.0,7.0,0.0
2018-08-07 06:00:00,25.9,0.6,20.0,96.0,3.0,0.1368
2018-08-07 07:00:00,27.0,0.7,20.0,92.0,1.0,0.7488
2018-08-07 08:00:00,29.1,0.4,0.0,79.0,2.0,1.4904
2018-08-07 09:00:00,30.0,1.7,200.0,74.0,3.0,2.178
2018-08-07 10:00:00,31.1,2.3,250.0,72.0,1.0,2.7216
2018-08-07 11:00:00,32.2,2.4,200.0,66.0,6.0,3.0672
2018-08-07 12:00:00,32.4,2.5,250.0,67.0,7.0,3.1824
2018-08-07 13:00:00,32.0,2.2,340.0,69.0,7.0,3.0672
2018-08-07 14:00:00,33.7,2.8,340.0,57.0,5.0,2.7216
2018-08-07 15:00:00,34.4,2.7,340.0,53.0,4.0,2.178
2018-08-07 16:00:00,34.1,2.8,320.0,53.0,4.0,1.4904
2018-08-07 17:00:00,33.6,3.2,340.0,54.0,7.0,0.7488
2018-08-07 18:00:00,31.8,4.1,320.0,56.0,3.0,0.1368
2018-08-07 19:00:00,30.0,3.0,340.0,64.0,1.0,0.0
2018-08-07 20:00:00,28.1,1.5,320.0,78.0,2.0,0.0
2018-08-08 06:00:00,24.4,0.3,0.0,98.0,2.0,0.1296
2018-08-08 07:00:00,25.8,0.4,0.0,98.0,2.0,0.7416
2018-08-08 08:00:00,28.0,0.4,0.0,87.0,4.0,1.4832
2018-08-08 09:00:00,30.0,1.1,360.0,77.0,2.0,2.1672
2018-08-08 10:00:00,31.2,2.0,320.0,65.0,6.0,2.7108
2018-08-08 11:00:00,32.4,1.8,20.0,55.0,6.0,3.06
2018-08-08 12:00:00,33.9,1.5,90.0,51.0,4.0,3.1788
2018-08-08 13:00:00,34.3,2.9,320.0,50.0,4.0,3.06
2018-08-08 14:00:00,34.2,3.9,320.0,54.0,4.0,2.7108
2018-08-08 15:00:00,33.4,4.5,320.0,52.0,3.0,2.1672
2018-08-08 16:00:00,32.9,4.3,320.0,56.0,4.0,1.4832
2018-08-08 17:00:00,32.6,3.0,320.0,59.0,3.0,0.7416
2018-08-08 18:00:00,32.0,1.4,320.0,61.0,0.0,0.1296
2018-08-08 19:00:00,30.7,3.3,340.0,66.0,1.0,0.0
2018-08-08 20:00:00,28.6,1.6,340.0,77.0,1.0,0.0
2018-08-09 06:00:00,24.7,0.6,110.0,98.0,4.0,0.1224
2018-08-09 07:00:00,26.1,0.5,180.0,98.0,4.0,0.7308
2018-08-09 08:00:00,27.2,1.1,200.0,90.0,2.0,1.4724
2018-08-09 09:00:00,28.9,0.7,200.0,82.0,8.0,2.16
2018-08-09 10:00:00,29.4,1.3,230.0,76.0,8.0,2.7036
2018-08-09 11:00:00,30.5,2.2,250.0,73.0,8.0,3.0528
2018-08-09 12:00:00,28.2,2.7,160.0,95.0,8.0,3.1716
2018-08-09 13:00:00,31.3,3.1,230.0,75.0,8.0,3.0528
2018-08-09 14:00:00,31.3,3.2,250.0,75.0,8.0,2.7036
2018-08-09 15:00:00,31.4,3.7,250.0,75.0,8.0,2.16
2018-08-09 16:00:00,31.5,3.1,270.0,73.0,7.0,1.4724
2018-08-09 17:00:00,30.3,3.7,250.0,76.0,9.0,0.7308
2018-08-09 18:00:00,29.9,2.9,270.0,76.0,3.0,0.1224
2018-08-09 19:00:00,28.8,1.4,230.0,87.0,3.0,0.0
2018-08-09 20:00:00,28.1,0.7,250.0,91.0,4.0,0.0
2018-08-10 06:00:00,25.2,0.4,0.0,98.0,5.0,0.1188
2018-08-10 07:00:00,25.4,0.9,50.0,98.0,2.0,0.72
2018-08-10 08:00:00,27.4,1.2,20.0,96.0,3.0,1.4616
2018-08-10 09:00:00,29.2,1.4,360.0,82.0,2.0,2.1528
2018-08-10 10:00:00,30.9,1.5,360.0,74.0,3.0,2.6964
2018-08-10 11:00:00,31.8,1.7,360.0,67.0,6.0,3.0456
2018-08-10 12:00:00,32.6,3.2,360.0,64.0,6.0,3.1644
2018-08-10 13:00:00,33.3,2.2,360.0,58.0,5.0,3.0456
2018-08-10 14:00:00,34.1,2.6,20.0,55.0,5.0,2.6964
2018-08-10 15:00:00,33.0,3.4,340.0,61.0,1.0,2.1528
2018-08-10 16:00:00,32.9,4.2,340.0,60.0,0.0,1.4616
2018-08-10 17:00:00,33.0,3.2,340.0,59.0,0.0,0.72
2018-08-10 18:00:00,32.0,3.0,360.0,61.0,1.0,0.1188
2018-08-10 19:00:00,30.3,2.2,340.0,66.0,1.0,0.0
2018-08-10 20:00:00,28.2,1.6,20.0,74.0,3.0,0.0
2018-08-11 06:00:00,25.7,1.0,50.0,89.0,6.0,0.1116
2018-08-11 07:00:00,26.6,1.6,70.0,84.0,6.0,0.7128
2018-08-11 08:00:00,28.3,2.1,70.0,75.0,4.0,1.4544
2018-08-11 09:00:00,29.2,1.4,90.0,71.0,6.0,2.142
2018-08-11 10:00:00,30.2,1.6,90.0,67.0,7.0,2.6892
2018-08-11 11:00:00,31.6,2.9,110.0,59.0,7.0,3.0348
2018-08-11 12:00:00,32.8,1.7,90.0,55.0,6.0,3.1572
2018-08-11 13:00:00,33.9,2.1,90.0,52.0,6.0,3.0348
2018-08-11 14:00:00,34.2,2.6,90.0,48.0,7.0,2.6892
2018-08-11 15:00:00,32.6,2.0,250.0,60.0,6.0,2.142
2018-08-11 16:00:00,34.8,1.2,110.0,52.0,4.0,1.4544
2018-08-11 17:00:00,32.5,1.3,360.0,59.0,7.0,0.7128
2018-08-11 18:00:00,32.6,2.8,360.0,58.0,3.0,0.1116
2018-08-11 19:00:00,30.1,2.2,20.0,67.0,4.0,0.0
2018-08-11 20:00:00,28.3,0.5,290.0,77.0,4.0,0.0
2018-08-12 06:00:00,26.0,0.7,70.0,83.0,6.0,0.1044
2018-08-12 07:00:00,26.7,0.9,50.0,78.0,6.0,0.702
2018-08-12 08:00:00,28.5,1.0,50.0,68.0,6.0,1.4436
2018-08-12 09:00:00,30.2,1.0,70.0,62.0,4.0,2.1348
2018-08-12 10:00:00,31.2,1.8,140.0,58.0,5.0,2.682
2018-08-12 11:00:00,32.6,1.2,50.0,56.0,5.0,3.0276
2018-08-12 12:00:00,32.7,1.5,160.0,55.0,6.0,3.1464
2018-08-12 13:00:00,32.9,1.3,90.0,53.0,7.0,3.0276
2018-08-12 14:00:00,33.0,1.4,290.0,57.0,8.0,2.682
2018-08-12 15:00:00,31.9,2.6,320.0,62.0,9.0,2.1348
2018-08-12 16:00:00,31.8,2.9,340.0,61.0,9.0,1.4436
2018-08-12 17:00:00,32.4,2.2,340.0,62.0,8.0,0.702
2018-08-12 18:00:00,31.1,2.5,320.0,62.0,7.0,0.1044
2018-08-12 19:00:00,30.5,1.6,340.0,64.0,7.0,0.0
2018-08-12 20:00:00,28.8,1.3,160.0,76.0,9.0,0.0
2018-08-13 06:00:00,25.4,1.1,70.0,95.0,4.0,0.1008
2018-08-13 07:00:00,26.8,0.8,70.0,86.0,4.0,0.6912
2018-08-13 08:00:00,29.6,0.8,50.0,72.0,5.0,1.4328
2018-08-13 09:00:00,31.6,2.3,200.0,61.0,3.0,2.124
2018-08-13 10:00:00,32.5,4.0,180.0,58.0,4.0,2.6712
2018-08-13 11:00:00,32.6,2.2,250.0,65.0,6.0,3.0204
2018-08-13 12:00:00,33.7,2.8,270.0,60.0,7.0,3.1392
2018-08-13 13:00:00,34.8,2.4,270.0,54.0,7.0,3.0204
2018-08-13 14:00:00,35.1,2.7,250.0,47.0,6.0,2.6712
2018-08-13 15:00:00,34.3,2.9,250.0,56.0,7.0,2.124
2018-08-13 16:00:00,33.7,1.5,270.0,59.0,9.0,1.4328
2018-08-13 17:00:00,33.2,2.8,360.0,59.0,9.0,0.6912
2018-08-13 18:00:00,31.9,3.4,360.0,63.0,7.0,0.1008
2018-08-13 19:00:00,30.8,1.6,340.0,67.0,7.0,0.0
2018-08-13 20:00:00,29.1,0.5,20.0,72.0,5.0,0.0
2018-08-14 06:00:00,26.0,0.1,0.0,93.0,8.0,0.0936
2018-08-14 07:00:00,27.0,0.0,0.0,88.0,8.0,0.6804
2018-08-14 08:00:00,29.7,0.4,0.0,71.0,8.0,1.422
2018-08-14 09:00:00,31.8,1.2,320.0,64.0,7.0,2.1132
2018-08-14 10:00:00,31.2,1.3,270.0,66.0,7.0,2.664
2018-08-14 11:00:00,32.3,1.0,140.0,58.0,6.0,3.0132
